市町村,,,令和２年３月19日現在,,,
法人番号,名称,所在地,備考,,,
2000020432113,宇土市,熊本県宇土市浦田町５１,,,,
2000020432121,上天草市,熊本県上天草市大矢野町上１５１４,,,,
1000020432130,宇城市,熊本県宇城市松橋町大野８５,,,,
9000020432148,阿蘇市,熊本県阿蘇市一の宮町宮地５０４－１,,,,
9000020432156,天草市,熊本県天草市東浜町８－１,,,,
9000020432164,合志市,熊本県合志市竹迫２１４０,,,,
4000020433489,美里町,熊本県下益城郡美里町馬場１１００,,,,
9000020433641,玉東町,熊本県玉名郡玉東町大字木葉７５９,,,,
8000020433675,南関町,熊本県玉名郡南関町大字関町１３１６,,,,
8000020433683,長洲町,熊本県玉名郡長洲町大字長洲２７６６,,,,
8000020433691,和水町,熊本県玉名郡和水町江田３８８６,,,,
2000020434035,大津町,熊本県菊池郡大津町大字大津１２３３,,,,
2000020434043,菊陽町,熊本県菊池郡菊陽町大字久保田２８００,,,,
5000020434230,南小国町,熊本県阿蘇郡南小国町大字赤馬場１４３,,,,
4000020434248,小国町,熊本県阿蘇郡小国町大字宮原１５６７－１,,,,
4000020434256,産山村,熊本県阿蘇郡産山村大字山鹿４８８－３,,,,
3000020434281,高森町,熊本県阿蘇郡高森町大字高森２１６８,,,,
6000020434329,西原村,熊本県阿蘇郡西原村大字小森３２５９,,,,
6000020434337,南阿蘇村,熊本県阿蘇郡南阿蘇村大字河陽１７０５－１,,,,
8000020434418,御船町,熊本県上益城郡御船町大字御船９９５－１,,,,
8000020434426,嘉島町,熊本県上益城郡嘉島町大字上島５３０,,,,
8000020434434,益城町,熊本県上益城郡益城町大字宮園７０２,,,,
8000020434442,甲佐町,熊本県上益城郡甲佐町大字豊内７１９－４,,,,
6000020434477,山都町,熊本県上益城郡山都町浜町６,,,,
9000020434680,氷川町,熊本県八代郡氷川町島地６４２,,,,
5000020434825,芦北町,熊本県葦北郡芦北町大字芦北２０１５,,,,
5000020434841,津奈木町,熊本県葦北郡津奈木町大字小津奈木２１２３,,,,
4000020435015,錦町,熊本県球磨郡錦町大字一武１５８７,,,,
2000020435058,多良木町,熊本県球磨郡多良木町大字多良木１６４８,,,,
2000020435066,湯前町,熊本県球磨郡湯前町１９８９－１,,,,
2000020435074,水上村,熊本県球磨郡水上村大字岩野９０,,,,
6000020435104,相良村,熊本県球磨郡相良村大字深水２５００－１,,,,
6000020435112,五木村,熊本県球磨郡五木村甲字下手２６７２－７,,,,
5000020435121,山江村,熊本県球磨郡山江村大字山田甲１３５６－１,,,,
4000020435139,球磨村,熊本県球磨郡球磨村大字渡丙１７３０,,,,
4000020435147,あさぎり町,熊本県球磨郡あさぎり町免田東１１９９,,,,
8000020435317,苓北町,熊本県天草郡苓北町志岐６６０,,,,
4000020442011,大分市,大分県大分市荷揚町２－３１,,,,
3000020442020,別府市,大分県別府市上野口町１－１５,,,,
2000020442038,中津市,大分県中津市豊田町１４－３,,,,
2000020442046,日田市,大分県日田市田島２丁目６番１号,,,,
2000020442054,佐伯市,大分県佐伯市中村南町１－１,,,,
2000020442062,臼杵市,大分県臼杵市大字臼杵７２－１,,,,
1000020442071,津久見市,大分県津久見市宮本町２０－１５,,,,
9000020442089,竹田市,大分県竹田市大字会々１６５０,,,,
9000020442097,豊後高田市,大分県豊後高田市是永町３９番地３,,,,
5000020442101,杵築市,大分県杵築市大字杵築３７７－１,,,,
4000020442119,宇佐市,大分県宇佐市大字上田１０３０－１,,,,
4000020442127,豊後大野市,大分県豊後大野市三重町市場１２００,,,,
4000020442135,由布市,大分県由布市庄内町柿原３０２,,,,
4000020442143,国東市,大分県国東市国東町鶴川１４９番地,,,,
7000020443221,姫島村,大分県東国東郡姫島村１６３０－１,,,,
1000020443417,日出町,大分県速見郡日出町２９７４－１,,,,
5000020444618,九重町,大分県玖珠郡九重町大字後野上８－１,,,,
5000020444626,玖珠町,大分県玖珠郡玖珠町大字帆足２６８－５,,,,
6000020452017,宮崎市,宮崎県宮崎市橘通西１丁目１－１,,,,
6000020452025,都城市,宮崎県都城市姫城町６－２１,,,,
6000020452033,延岡市,宮崎県延岡市東本小路２－１,,,,
6000020452041,日南市,宮崎県日南市中央通１丁目１－１,,,,
5000020452050,小林市,宮崎県小林市細野３００,,,,
4000020452068,日向市,宮崎県日向市本町１０－５,,,,
4000020452076,串間市,宮崎県串間市大字西方５５５０,,,,
4000020452084,西都市,宮崎県西都市聖陵町２丁目１,,,,
4000020452092,えびの市,宮崎県えびの市大字栗下１２９２,,,,
5000020453412,三股町,宮崎県北諸県郡三股町五本松１－１,,,,
7000020453617,高原町,宮崎県西諸県郡高原町大字西麓８９９,,,,
1000020453820,国富町,宮崎県東諸県郡国富町大字本庄４８００,,,,
9000020453838,綾町,宮崎県東諸県郡綾町大字南俣５１５,,,,
9000020454010,高鍋町,宮崎県児湯郡高鍋町大字上江８４３７,,,,
8000020454028,新富町,宮崎県児湯郡新富町大字上富田７４９１,,,,
8000020454036,西米良村,宮崎県児湯郡西米良村大字村所１５,,,,
8000020454044,木城町,宮崎県児湯郡木城町大字高城１２２７－１,,,,
8000020454052,川南町,宮崎県児湯郡川南町大字川南１３６８０－１,,,,
7000020454061,都農町,宮崎県児湯郡都農町大字川北４８７４－２,,,,
3000020454214,門川町,宮崎県東臼杵郡門川町本町１丁目１,,,,
9000020454290,諸塚村,宮崎県東臼杵郡諸塚村大字家代２６８３,,,,
5000020454303,椎葉村,宮崎県東臼杵郡椎葉村大字下福良１７６２－１,,,,
5000020454311,美郷町,宮崎県東臼杵郡美郷町西郷田代１,,,,
5000020454419,高千穂町,宮崎県西臼杵郡高千穂町大字三田井１３,,,,
5000020454427,日之影町,宮崎県西臼杵郡日之影町大字岩井川３３９８－１,,,,
5000020454435,五ヶ瀬町,宮崎県西臼杵郡五ヶ瀬町大字三ヶ所１６７０,,,,
1000020462012,鹿児島市,鹿児島県鹿児島市山下町１１－１,,,,
8000020462039,鹿屋市,鹿児島県鹿屋市共栄町２０－１,,,,
8000020462047,枕崎市,鹿児島県枕崎市千代田町２７,,,,
8000020462063,阿久根市,鹿児島県阿久根市鶴見町２００,,,,
7000020462080,出水市,鹿児島県出水市緑町１－３,,,,
3000020462101,指宿市,鹿児島県指宿市十町２４２４,,,,
1000020462136,西之表市,鹿児島県西之表市西之表７６１２,,,,
1000020462144,垂水市,鹿児島県垂水市上町１１４,,,,
1000020462152,薩摩川内市,鹿児島県薩摩川内市神田町３－２２,,,,
9000020462161,日置市,鹿児島県日置市伊集院町郡１丁目１００番地,,,,
8000020462179,曽於市,鹿児島県曽於市末吉町二之方１９８０,,,,
8000020462187,霧島市,鹿児島県霧島市国分中央３丁目４５番１号,,,,
8000020462195,いちき串木野市,鹿児島県いちき串木野市昭和通１３３－１,,,,
3000020462209,南さつま市,鹿児島県南さつま市加世田川畑２６４８,,,,
3000020462217,志布志市,鹿児島県志布志市有明町野井倉１７５６,,,,
3000020462225,奄美市,鹿児島県奄美市名瀬幸町２５－８,,,,
3000020462233,南九州市,鹿児島県南九州市知覧町郡６２０４,,,,
3000020462241,伊佐市,鹿児島県伊佐市大口里１８８８,,,,
2000020462250,姶良市,鹿児島県姶良市宮島町２５,,,,
1000020463035,三島村,鹿児島県鹿児島市名山町１２－１８,,,,
1000020463043,十島村,鹿児島県鹿児島市泉町１４－１５,,,,
6000020463922,さつま町,鹿児島県薩摩郡さつま町宮之城屋地１５６５－２,,,,
2000020464040,長島町,鹿児島県出水郡長島町鷹巣１８７５－１,,,,
1000020464520,湧水町,鹿児島県姶良郡湧水町木場２２２,,,,
9000020464686,大崎町,鹿児島県曽於郡大崎町假宿１０２９,,,,
6000020464821,東串良町,鹿児島県肝属郡東串良町川西１５４３,,,,
8000020464902,錦江町,鹿児島県肝属郡錦江町城元９６３,,,,
7000020464911,南大隅町,鹿児島県肝属郡南大隅町根占川北２２６,,,,
6000020464929,肝付町,鹿児島県肝属郡肝付町新富９８,,,,
5000020465011,中種子町,鹿児島県熊毛郡中種子町野間５１８６,,,,
4000020465020,南種子町,鹿児島県熊毛郡南種子町中之上２７９３－１,,,,
3000020465054,屋久島町,鹿児島県熊毛郡屋久島町小瀬田８４９番地２０,,,,
7000020465232,大和村,鹿児島県大島郡大和村大字大和浜１００,,,,
6000020465241,宇検村,鹿児島県大島郡宇検村大字湯湾９１５,,,,
5000020465259,瀬戸内町,鹿児島県大島郡瀬戸内町大字古仁屋字船津２３,,,,
5000020465275,龍郷町,鹿児島県大島郡龍郷町浦１１０,,,,
5000020465291,喜界町,鹿児島県大島郡喜界町大字湾１７４６,,,,
9000020465305,徳之島町,鹿児島県大島郡徳之島町亀津７２０３,,,,
9000020465313,天城町,鹿児島県大島郡天城町大字平土野２６９１－１,,,,
9000020465321,伊仙町,鹿児島県大島郡伊仙町大字伊仙１８４２,,,,
8000020465330,和泊町,鹿児島県大島郡和泊町大字和泊１０,,,,
7000020465348,知名町,鹿児島県大島郡知名町大字知名３０７,,,,
7000020465356,与論町,鹿児島県大島郡与論町大字茶花３２－１,,,,
3000020472018,那覇市,沖縄県那覇市泉崎１丁目１－１,,,,
2000020472051,宜野湾市,沖縄県宜野湾市野嵩１丁目１－１,,,,
1000020472077,石垣市,沖縄県石垣市美崎町１４,,,,
1000020472085,浦添市,沖縄県浦添市安波茶１丁目１－１,,,,
1000020472093,名護市,沖縄県名護市港１丁目１－１,,,,
5000020472107,糸満市,沖縄県糸満市潮崎町１丁目１,,,,
5000020472115,沖縄市,沖縄県沖縄市仲宗根町２６－１,,,,
5000020472123,豊見城市,沖縄県豊見城市宜保１丁目１番地１,,,,
5000020472131,うるま市,沖縄県うるま市みどり町１丁目１番１号,,,,
4000020472140,宮古島市,沖縄県宮古島市平良字西里１８６,,,,
3000020472158,南城市,沖縄県南城市佐敷字新里１８７０番地,,,,
5000020473014,国頭村,沖縄県国頭郡国頭村字辺土名１２１,,,,
5000020473022,大宜味村,沖縄県国頭郡大宜味村字大兼久１５７,,,,
4000020473031,東村,沖縄県国頭郡東村字平良８０４,,,,
3000020473065,今帰仁村,沖縄県国頭郡今帰仁村字仲宗根２１９,,,,
3000020473081,本部町,沖縄県国頭郡本部町字東５,,,,
7000020473111,恩納村,沖縄県国頭郡恩納村字恩納２４５１,,,,
5000020473138,宜野座村,沖縄県国頭郡宜野座村字宜野座２９６,,,,
5000020473146,金武町,沖縄県国頭郡金武町字金武１,,,,
5000020473154,伊江村,沖縄県国頭郡伊江村字東江前３８,,,,
7000020473243,読谷村,沖縄県中頭郡読谷村字座喜味２９０１,,,,
7000020473251,嘉手納町,沖縄県中頭郡嘉手納町字嘉手納５８８,,,,
6000020473260,北谷町,沖縄県中頭郡北谷町字桑江２２６番地,,,,
5000020473278,北中城村,沖縄県中頭郡北中城村字喜舎場４２６－２,,,,
5000020473286,中城村,沖縄県中頭郡中城村字当間１７６,,,,
5000020473294,西原町,沖縄県中頭郡西原町字与那城１４０番地の１,,,,
8000020473481,与那原町,沖縄県島尻郡与那原町字上与那原１６,,,,
4000020473502,南風原町,沖縄県島尻郡南風原町字兼城６８６,,,,
2000020473537,渡嘉敷村,沖縄県島尻郡渡嘉敷村字渡嘉敷１８３,,,,
2000020473545,座間味村,沖縄県島尻郡座間味村字座間味１０９,,,,
2000020473553,粟国村,沖縄県島尻郡粟国村字東３６７,,,,
2000020473561,渡名喜村,沖縄県島尻郡渡名喜村１９１７－３,,,,
1000020473570,南大東村,沖縄県島尻郡南大東村字南１４４－１,,,,
9000020473588,北大東村,沖縄県島尻郡北大東村字中野２１８,,,,
9000020473596,伊平屋村,沖縄県島尻郡伊平屋村字我喜屋２５１,,,,
5000020473600,伊是名村,沖縄県島尻郡伊是名村字仲田１２０３,,,,
4000020473618,久米島町,沖縄県島尻郡久米島町字比嘉２８７０,,,,
4000020473626,八重瀬町,沖縄県島尻郡八重瀬町字東風平１１８８,,,,
4000020473758,多良間村,沖縄県宮古郡多良間村字仲筋９９－２,,,,
8000020473812,竹富町,沖縄県石垣市美崎町１１－１,,,,
7000020473821,与那国町,沖縄県八重山郡与那国町字与那国１２９,,,,
