市町村,,,令和２年３月19日現在,,,
法人番号,名称,所在地,備考,,,
4000020182079,鯖江市,福井県鯖江市西山町１３－１,,,,
4000020182087,あわら市,福井県あわら市市姫３丁目１－１,,,,
4000020182095,越前市,福井県越前市府中１丁目１３－７,,,,
8000020182109,坂井市,福井県坂井市坂井町下新庄１－１,,,,
1000020183229,永平寺町,福井県吉田郡永平寺町松岡春日１丁目４,,,,
2000020183822,池田町,福井県今立郡池田町稲荷３５－４,,,,
8000020184047,南越前町,福井県南条郡南越前町東大道２９－１,,,,
3000020184233,越前町,福井県丹生郡越前町西田中１３－５－１,,,,
6000020184420,美浜町,福井県三方郡美浜町郷市２５－２５,,,,
3000020184811,高浜町,福井県大飯郡高浜町宮崎８６－２３－２,,,,
2000020184837,おおい町,福井県大飯郡おおい町本郷１３６－１－１,,,,
1000020185019,若狭町,福井県三方上中郡若狭町中央１－１,,,,
1000020192015,甲府市,山梨県甲府市丸の内１丁目１８－１,,,,
1000020192023,富士吉田市,山梨県富士吉田市下吉田６丁目１番１号,,,,
9000020192040,都留市,山梨県都留市上谷１丁目１－１,,,,
8000020192058,山梨市,山梨県山梨市小原西８４３,,,,
8000020192066,大月市,山梨県大月市大月２丁目６－２０,,,,
8000020192074,韮崎市,山梨県韮崎市水神１丁目３－１,,,,
8000020192082,南アルプス市,山梨県南アルプス市小笠原３７６,,,,
7000020192091,北杜市,山梨県北杜市須玉町大豆生田９６１－１,,,,
3000020192104,甲斐市,山梨県甲斐市篠原２６１０,,,,
3000020192112,笛吹市,山梨県笛吹市石和町市部７７７,,,,
2000020192121,上野原市,山梨県上野原市上野原３８３２,,,,
1000020192139,甲州市,山梨県甲州市塩山上於曽１０８５番地１,,,,
1000020192147,中央市,山梨県中央市臼井阿原３０１－１,,,,
7000020193461,市川三郷町,山梨県西八代郡市川三郷町市川大門１７９０－３,,,,
1000020193640,早川町,山梨県南巨摩郡早川町高住７５８,,,,
9000020193658,身延町,山梨県南巨摩郡身延町切石３５０,,,,
9000020193666,南部町,山梨県南巨摩郡南部町福士２８５０５－２,,,,
9000020193682,富士川町,山梨県南巨摩郡富士川町天神中條１１３４,,,,
4000020193844,昭和町,山梨県中巨摩郡昭和町押越５４２－２,,,,
6000020194221,道志村,山梨県南都留郡道志村６１８１－１,,,,
5000020194239,西桂町,山梨県南都留郡西桂町小沼１５０１－１,,,,
5000020194247,忍野村,山梨県南都留郡忍野村忍草１５１４,,,,
5000020194255,山中湖村,山梨県南都留郡山中湖村山中２３７－１,,,,
3000020194298,鳴沢村,山梨県南都留郡鳴沢村１５７５,,,,
9000020194301,富士河口湖町,山梨県南都留郡富士河口湖町船津１７００,,,,
9000020194425,小菅村,山梨県北都留郡小菅村４６９８,,,,
9000020194433,丹波山村,山梨県北都留郡丹波山村８９０,,,,
3000020202011,長野市,長野県長野市大字鶴賀緑町１６１３,,,,
2000020202029,松本市,長野県松本市丸の内３－７,,,,
2000020202037,上田市,長野県上田市大手１丁目１１－１６,,,,
2000020202045,岡谷市,長野県岡谷市幸町８－１,,,,
2000020202053,飯田市,長野県飯田市大久保町２５３４,,,,
2000020202061,諏訪市,長野県諏訪市高島１丁目２２－３０,,,,
1000020202070,須坂市,長野県須坂市大字須坂１５２８－１,,,,
9000020202088,小諸市,長野県小諸市相生町３丁目３－３,,,,
9000020202096,伊那市,長野県伊那市下新田３０５０,,,,
5000020202100,駒ヶ根市,長野県駒ヶ根市赤須町２０－１,,,,
4000020202118,中野市,長野県中野市三好町１丁目３－１９,,,,
4000020202126,大町市,長野県大町市大町３８８７,,,,
4000020202134,飯山市,長野県飯山市大字飯山１１１０－１,,,,
4000020202142,茅野市,長野県茅野市塚原２丁目６－１,,,,
3000020202151,塩尻市,長野県塩尻市大門七番町３番３号,,,,
2000020202177,佐久市,長野県佐久市中込３０５６,,,,
2000020202185,千曲市,長野県千曲市杭瀬下２丁目１,,,,
2000020202193,東御市,長野県東御市県２８１－２,,,,
6000020202207,安曇野市,長野県安曇野市豊科６０００番地,,,,
4000020203033,小海町,長野県南佐久郡小海町大字豊里５７－１,,,,
4000020203041,川上村,長野県南佐久郡川上村大字大深山５２５,,,,
3000020203050,南牧村,長野県南佐久郡南牧村大字海ノ口１０５１,,,,
2000020203068,南相木村,長野県南佐久郡南相木村３５２５－１,,,,
2000020203076,北相木村,長野県南佐久郡北相木村２７４４,,,,
2000020203092,佐久穂町,長野県南佐久郡佐久穂町大字高野町５６９,,,,
8000020203211,軽井沢町,長野県北佐久郡軽井沢町大字長倉２３８１－１,,,,
6000020203238,御代田町,長野県北佐久郡御代田町大字馬瀬口１７９４番地６,,,,
6000020203246,立科町,長野県北佐久郡立科町大字芦田２５３２,,,,
8000020203491,青木村,長野県小県郡青木村大字田沢１１１,,,,
3000020203505,長和町,長野県小県郡長和町古町４２４７－１,,,,
4000020203611,下諏訪町,長野県諏訪郡下諏訪町４６１３－８,,,,
3000020203629,富士見町,長野県諏訪郡富士見町落合１０７７７,,,,
3000020203637,原村,長野県諏訪郡原村６５４９－１,,,,
7000020203823,辰野町,長野県上伊那郡辰野町中央１,,,,
7000020203831,箕輪町,長野県上伊那郡箕輪町大字中箕輪１０２９８,,,,
6000020203840,飯島町,長野県上伊那郡飯島町飯島２５３７,,,,
5000020203858,南箕輪村,長野県上伊那郡南箕輪村４８２５－１,,,,
5000020203866,中川村,長野県上伊那郡中川村大草４０４５－１,,,,
5000020203882,宮田村,長野県上伊那郡宮田村９８,,,,
6000020204021,松川町,長野県下伊那郡松川町元大島３８２３,,,,
5000020204030,高森町,長野県下伊那郡高森町下市田２１８３－１,,,,
4000020204048,阿南町,長野県下伊那郡阿南町東條５８－１,,,,
4000020204072,阿智村,長野県下伊那郡阿智村駒場４８３,,,,
2000020204099,平谷村,長野県下伊那郡平谷村３５４,,,,
8000020204102,根羽村,長野県下伊那郡根羽村１７６２,,,,
7000020204111,下條村,長野県下伊那郡下條村睦沢８８０１－１,,,,
6000020204129,売木村,長野県下伊那郡売木村９６８－１,,,,
6000020204137,天龍村,長野県下伊那郡天龍村平岡８７８,,,,
6000020204145,泰阜村,長野県下伊那郡泰阜村３２３６－１,,,,
6000020204153,喬木村,長野県下伊那郡喬木村６６６４,,,,
6000020204161,豊丘村,長野県下伊那郡豊丘村大字神稲３１２０,,,,
5000020204170,大鹿村,長野県下伊那郡大鹿村大字大河原３５４,,,,
8000020204226,上松町,長野県木曽郡上松町駅前通り２丁目１３番地,,,,
8000020204234,南木曽町,長野県木曽郡南木曽町読書３６６８－１,,,,
7000020204251,木祖村,長野県木曽郡木祖村大字薮原１１９１－１,,,,
6000020204293,王滝村,長野県木曽郡王滝村３６２３,,,,
1000020204307,大桑村,長野県木曽郡大桑村大字長野２７７８,,,,
1000020204323,木曽町,長野県木曽郡木曽町福島２３２６－６,,,,
1000020204463,麻績村,長野県東筑摩郡麻績村麻３８３７,,,,
9000020204480,生坂村,長野県東筑摩郡生坂村５４９３－２,,,,
5000020204501,山形村,長野県東筑摩郡山形村２０３０－１,,,,
4000020204510,朝日村,長野県東筑摩郡朝日村大字小野沢２９６－５,,,,
3000020204528,筑北村,長野県東筑摩郡筑北村西条４１９５,,,,
9000020204811,池田町,長野県北安曇郡池田町大字池田３２０３－６,,,,
8000020204820,松川村,長野県北安曇郡松川村７６－５,,,,
7000020204854,白馬村,長野県北安曇郡白馬村大字北城７０２５,,,,
7000020204862,小谷村,長野県北安曇郡小谷村大字中小谷丙１３１,,,,
1000020205214,坂城町,長野県埴科郡坂城町大字坂城１００５０,,,,
3000020205419,小布施町,長野県上高井郡小布施町大字小布施１４９１－２,,,,
3000020205435,高山村,長野県上高井郡高山村大字高井４９７２,,,,
7000020205613,山ノ内町,長野県下高井郡山ノ内町大字平穏３３５２－１,,,,
7000020205621,木島平村,長野県下高井郡木島平村大字往郷９１４番地６,,,,
6000020205630,野沢温泉村,長野県下高井郡野沢温泉村大字豊郷９８１７,,,,
9000020205834,信濃町,長野県上水内郡信濃町大字柏原４２８－２,,,,
7000020205885,小川村,長野県上水内郡小川村大字高府８８００－８,,,,
2000020205907,飯綱町,長野県上水内郡飯綱町大字牟礼２７９５－１,,,,
8000020206024,栄村,長野県下水内郡栄村大字北信３４３３,,,,
6000020212016,岐阜市,岐阜県岐阜市今沢町１８番地,,,,
6000020212024,大垣市,岐阜県大垣市丸の内２丁目２９,,,,
6000020212032,高山市,岐阜県高山市花岡町２丁目１８,,,,
5000020212041,多治見市,岐阜県多治見市日ノ出町２丁目１５,,,,
4000020212059,関市,岐阜県関市若草通３丁目１,,,,
4000020212067,中津川市,岐阜県中津川市かやの木町２番１号,,,,
4000020212075,美濃市,岐阜県美濃市１３５０,,,,
4000020212083,瑞浪市,岐阜県瑞浪市上平町１丁目１,,,,
4000020212091,羽島市,岐阜県羽島市竹鼻町５５,,,,
8000020212105,恵那市,岐阜県恵那市長島町正家１丁目１－１,,,,
8000020212113,美濃加茂市,岐阜県美濃加茂市太田町３４３１－１,,,,
8000020212121,土岐市,岐阜県土岐市土岐津町土岐口２１０１,,,,
7000020212130,各務原市,岐阜県各務原市那加桜町１丁目６９,,,,
6000020212148,可児市,岐阜県可児市広見１丁目１,,,,
6000020212156,山県市,岐阜県山県市高木１０００－１,,,,
6000020212164,瑞穂市,岐阜県瑞穂市別府１２８８,,,,
6000020212172,飛騨市,岐阜県飛騨市古川町本町２－２２,,,,
5000020212181,本巣市,岐阜県本巣市文殊３２４,,,,
4000020212199,郡上市,岐阜県郡上市八幡町島谷２２８,,,,
1000020212202,下呂市,岐阜県下呂市森９６０,,,,
9000020212211,海津市,岐阜県海津市海津町高須５１５,,,,
7000020213021,岐南町,岐阜県羽島郡岐南町八剣７丁目１０７,,,,
6000020213039,笠松町,岐阜県羽島郡笠松町司町１,,,,
5000020213411,養老町,岐阜県養老郡養老町高田７９８,,,,
7000020213616,垂井町,岐阜県不破郡垂井町宮代２９５７番地の１１,,,,
7000020213624,関ケ原町,岐阜県不破郡関ケ原町大字関ケ原８９４－５８,,,,
1000020213811,神戸町,岐阜県安八郡神戸町大字神戸１１１１,,,,
9000020213829,輪之内町,岐阜県安八郡輪之内町四郷２５３０－１,,,,
9000020213837,安八町,岐阜県安八郡安八町氷取１６１,,,,
8000020214019,揖斐川町,岐阜県揖斐郡揖斐川町三輪１３３,,,,
8000020214035,大野町,岐阜県揖斐郡大野町大字大野８０,,,,
8000020214043,池田町,岐阜県揖斐郡池田町六之井１４６８－１,,,,
3000020214213,北方町,岐阜県本巣郡北方町長谷川１丁目１番地,,,,
1000020215015,坂祝町,岐阜県加茂郡坂祝町取組４６－１８,,,,
1000020215023,富加町,岐阜県加茂郡富加町滝田１５１１,,,,
1000020215031,川辺町,岐阜県加茂郡川辺町中川辺１５１８－４,,,,
9000020215040,七宗町,岐阜県加茂郡七宗町上麻生２４４２－３,,,,
8000020215058,八百津町,岐阜県加茂郡八百津町八百津３９０３－２,,,,
8000020215066,白川町,岐阜県加茂郡白川町河岐７１５,,,,
8000020215074,東白川村,岐阜県加茂郡東白川村神土５４８,,,,
4000020215210,御嵩町,岐阜県可児郡御嵩町御嵩１２３９－１,,,,
1000020216046,白川村,岐阜県大野郡白川村大字鳩谷５１７,,,,
8000020221007,静岡市,静岡県静岡市葵区追手町５－１,,,,
3000020221309,浜松市,静岡県浜松市中区元城町１０３－２,,,,
8000020222038,沼津市,静岡県沼津市御幸町１６－１,,,,
8000020222054,熱海市,静岡県熱海市中央町１－１,,,,
8000020222062,三島市,静岡県三島市北田町４－４７,,,,
7000020222071,富士宮市,静岡県富士宮市弓沢町１５０,,,,
6000020222089,伊東市,静岡県伊東市大原２丁目１－１,,,,
6000020222097,島田市,静岡県島田市中央町１－１,,,,
2000020222101,富士市,静岡県富士市永田町１丁目１００,,,,
1000020222119,磐田市,静岡県磐田市国府台３－１,,,,
1000020222127,焼津市,静岡県焼津市本町２丁目１６－３２,,,,
1000020222135,掛川市,静岡県掛川市長谷１丁目１番地の１,,,,
1000020222143,藤枝市,静岡県藤枝市岡出山１丁目１１－１,,,,
1000020222151,御殿場市,静岡県御殿場市萩原４８３,,,,
9000020222160,袋井市,静岡県袋井市新屋１丁目１－１,,,,
8000020222194,下田市,静岡県下田市東本郷１丁目５－１８,,,,
3000020222208,裾野市,静岡県裾野市佐野１０５９,,,,
3000020222216,湖西市,静岡県湖西市吉美３２６８,,,,
3000020222224,伊豆市,静岡県伊豆市小立野３８－２,,,,
3000020222232,御前崎市,静岡県御前崎市池新田５５８５,,,,
2000020222241,菊川市,静岡県菊川市堀之内６１,,,,
1000020222259,伊豆の国市,静岡県伊豆の国市長岡３４０－１,,,,
1000020222267,牧之原市,静岡県牧之原市静波４４７－１,,,,
1000020223018,東伊豆町,静岡県賀茂郡東伊豆町稲取３３５４,,,,
1000020223026,河津町,静岡県賀茂郡河津町田中２１２－２,,,,
1000020223042,南伊豆町,静岡県賀茂郡南伊豆町下賀茂３１５－１,,,,
9000020223051,松崎町,静岡県賀茂郡松崎町宮内３０１－１,,,,
8000020223069,西伊豆町,静岡県賀茂郡西伊豆町仁科４０１－１,,,,
3000020223255,函南町,静岡県田方郡函南町平井７１７－１３,,,,
7000020223417,清水町,静岡県駿東郡清水町堂庭２１０－１,,,,
7000020223425,長泉町,静岡県駿東郡長泉町中土狩８２８,,,,
7000020223441,小山町,静岡県駿東郡小山町藤曲５７－２,,,,
5000020224243,吉田町,静岡県榛原郡吉田町住吉８７,,,,
3000020224294,川根本町,静岡県榛原郡川根本町上長尾６２７,,,,
2000020224618,森町,静岡県周智郡森町森２１０１－１,,,,
3000020231002,名古屋市,愛知県名古屋市中区三の丸３丁目１－１,,,,
3000020232017,豊橋市,愛知県豊橋市今橋町１番地,,,,
3000020232025,岡崎市,愛知県岡崎市十王町２丁目９番地,,,,
3000020232033,一宮市,愛知県一宮市本町２丁目５－６,,,,
3000020232041,瀬戸市,愛知県瀬戸市追分町６４－１,,,,
2000020232050,半田市,愛知県半田市東洋町２丁目１,,,,
1000020232068,春日井市,愛知県春日井市鳥居松町５丁目４４番地,,,,
1000020232076,豊川市,愛知県豊川市諏訪１丁目１,,,,
1000020232084,津島市,愛知県津島市立込町２丁目２１,,,,
1000020232092,碧南市,愛知県碧南市松本町２８,,,,
5000020232106,刈谷市,愛知県刈谷市東陽町１丁目１,,,,
5000020232114,豊田市,愛知県豊田市西町３丁目６０,,,,
5000020232122,安城市,愛知県安城市桜町１８－２３,,,,
4000020232131,西尾市,愛知県西尾市寄住町下田２２,,,,
3000020232149,蒲郡市,愛知県蒲郡市旭町１７－１,,,,
3000020232157,犬山市,愛知県犬山市大字犬山字東畑３６,,,,
3000020232165,常滑市,愛知県常滑市新開町４丁目１,,,,
3000020232173,江南市,愛知県江南市赤童子町大堀９０,,,,
2000020232190,小牧市,愛知県小牧市堀の内３丁目１,,,,
7000020232203,稲沢市,愛知県稲沢市稲府町１,,,,
7000020232211,新城市,愛知県新城市字東入船６－１,,,,
6000020232220,東海市,愛知県東海市中央町１丁目１,,,,
5000020232238,大府市,愛知県大府市中央町５丁目７０番地,,,,
5000020232246,知多市,愛知県知多市緑町１,,,,
5000020232254,知立市,愛知県知立市広見３丁目１,,,,
5000020232262,尾張旭市,愛知県尾張旭市東大道町原田２６００－１,,,,
4000020232271,高浜市,愛知県高浜市青木町４丁目１－２,,,,
3000020232289,岩倉市,愛知県岩倉市栄町１丁目６６,,,,
3000020232297,豊明市,愛知県豊明市新田町子持松１－１,,,,
8000020232301,日進市,愛知県日進市蟹甲町池下２６８,,,,
7000020232319,田原市,愛知県田原市田原町南番場３０－１,,,,
7000020232327,愛西市,愛知県愛西市稲葉町米野３０８,,,,
7000020232335,清須市,愛知県清須市須ケ口１２３８,,,,
7000020232343,北名古屋市,愛知県北名古屋市西之保清水田１５,,,,
7000020232351,弥富市,愛知県弥富市前ケ須町南本田３３５,,,,
6000020232360,みよし市,愛知県みよし市三好町小坂５０,,,,
5000020232378,あま市,愛知県あま市木田戍亥１８－１,,,,
5000020232386,長久手市,愛知県長久手市岩作城の内６０－１,,,,
5000020233021,東郷町,愛知県愛知郡東郷町大字春木字羽根穴１,,,,
1000020233421,豊山町,愛知県西春日井郡豊山町大字豊場字新栄２６０,,,,
4000020233617,大口町,愛知県丹羽郡大口町下小口７丁目１５５,,,,
4000020233625,扶桑町,愛知県丹羽郡扶桑町大字高雄字天道３３０,,,,
7000020234249,大治町,愛知県海部郡大治町大字馬島字大門西１－１,,,,
7000020234257,蟹江町,愛知県海部郡蟹江町学戸３丁目１,,,,
7000020234273,飛島村,愛知県海部郡飛島村竹之郷３丁目１番地,,,,
2000020234419,阿久比町,愛知県知多郡阿久比町大字卯坂字殿越５０,,,,
2000020234427,東浦町,愛知県知多郡東浦町大字緒川字政所２０,,,,
2000020234451,南知多町,愛知県知多郡南知多町大字豊浜字貝ケ坪１８,,,,
1000020234460,美浜町,愛知県知多郡美浜町大字河和字北田面１０６,,,,
9000020234478,武豊町,愛知県知多郡武豊町字長尾山２,,,,
7000020235016,幸田町,愛知県額田郡幸田町大字菱池字元林１番地１,,,,
7000020235610,設楽町,愛知県北設楽郡設楽町田口字辻前１４,,,,
6000020235628,東栄町,愛知県北設楽郡東栄町大字本郷字上前畑２５,,,,
6000020235636,豊根村,愛知県北設楽郡豊根村下黒川字蕨平２,,,,
7000020242012,津市,三重県津市西丸之内２３－１,,,,
6000020242021,四日市市,三重県四日市市諏訪町１番５号,,,,
5000020242039,伊勢市,三重県伊勢市岩渕１丁目７－２９,,,,
5000020242047,松阪市,三重県松阪市殿町１３４０番地１,,,,
5000020242055,桑名市,三重県桑名市中央町２丁目３７,,,,
5000020242071,鈴鹿市,三重県鈴鹿市神戸１丁目１８番１８号,,,,
4000020242080,名張市,三重県名張市鴻之台１番町１番地,,,,
3000020242098,尾鷲市,三重県尾鷲市中央町１０－４３,,,,
9000020242101,亀山市,三重県亀山市本丸町５７７,,,,
8000020242110,鳥羽市,三重県鳥羽市鳥羽３丁目１番１号,,,,
7000020242128,熊野市,三重県熊野市井戸町７９６,,,,
7000020242144,いなべ市,三重県いなべ市北勢町阿下喜３１番地,,,,
7000020242152,志摩市,三重県志摩市阿児町鵜方３０９８－２２,,,,
6000020242161,伊賀市,三重県伊賀市四十九町３１８４,,,,
7000020243035,木曽岬町,三重県桑名郡木曽岬町大字西対海地２５１,,,,
9000020243248,東員町,三重県員弁郡東員町大字山田１６００番地,,,,
4000020243418,菰野町,三重県三重郡菰野町大字潤田１２５０番地,,,,
4000020243434,朝日町,三重県三重郡朝日町大字小向８９３,,,,
4000020243442,川越町,三重県三重郡川越町大字豊田一色２８０,,,,
6000020244414,多気町,三重県多気郡多気町相可１６００,,,,
6000020244422,明和町,三重県多気郡明和町大字馬之上９４５,,,,
5000020244431,大台町,三重県多気郡大台町佐原７５０,,,,
8000020244619,玉城町,三重県度会郡玉城町田丸１１４－２,,,,
1000020244708,度会町,三重県度会郡度会町棚橋１２１５－１,,,,
1000020244716,大紀町,三重県度会郡大紀町滝原１６１０－１,,,,
1000020244724,南伊勢町,三重県度会郡南伊勢町五ケ所浦３０５７,,,,
6000020245437,紀北町,三重県北牟婁郡紀北町東長島７６９－１,,,,
1000020245615,御浜町,三重県南牟婁郡御浜町大字阿田和６１２０－１,,,,
1000020245623,紀宝町,三重県南牟婁郡紀宝町鵜殿３２４,,,,
9000020252018,大津市,滋賀県大津市御陵町３－１,,,,
9000020252026,彦根市,滋賀県彦根市元町４－２,,,,
9000020252034,長浜市,滋賀県長浜市八幡東町６３２,,,,
9000020252042,近江八幡市,滋賀県近江八幡市桜宮町２３６,,,,
7000020252069,草津市,滋賀県草津市草津３丁目１３－３０,,,,
7000020252077,守山市,滋賀県守山市吉身２丁目５－２２,,,,
7000020252085,栗東市,滋賀県栗東市安養寺１丁目１３－３３,,,,
7000020252093,甲賀市,滋賀県甲賀市水口町水口６０５３番地,,,,
2000020252107,野洲市,滋賀県野洲市小篠原２１００－１,,,,
2000020252115,湖南市,滋賀県湖南市中央１丁目１番地,,,,
2000020252123,高島市,滋賀県高島市新旭町北畑５６５,,,,
2000020252131,東近江市,滋賀県東近江市八日市緑町１０番５号,,,,
1000020252140,米原市,滋賀県米原市下多良３丁目３,,,,
3000020253839,日野町,滋賀県蒲生郡日野町河原１丁目１,,,,
3000020253847,竜王町,滋賀県蒲生郡竜王町大字小口３,,,,
4000020254258,愛荘町,滋賀県愛知郡愛荘町愛知川７２,,,,
9000020254410,豊郷町,滋賀県犬上郡豊郷町大字石畑３７５,,,,
8000020254428,甲良町,滋賀県犬上郡甲良町大字在士３５３－１,,,,
8000020254436,多賀町,滋賀県犬上郡多賀町大字多賀３２４,,,,
2000020261009,京都市,京都府京都市中京区寺町通御池上る上本能寺前町４８８,,,,
4000020262013,福知山市,京都府福知山市字内記１３－１,,,,
4000020262021,舞鶴市,京都府舞鶴市字北吸１０４４,,,,
3000020262030,綾部市,京都府綾部市若竹町８－１,,,,
2000020262048,宇治市,京都府宇治市宇治琵琶３３,,,,
2000020262056,宮津市,京都府宮津市字柳縄手３４５－１,,,,
2000020262064,亀岡市,京都府亀岡市安町野々神８,,,,
2000020262072,城陽市,京都府城陽市寺田東ノ口１６番地、１７番地,,,,
1000020262081,向日市,京都府向日市寺戸町中野２０,,,,
9000020262099,長岡京市,京都府長岡京市開田１丁目１－１,,,,
6000020262102,八幡市,京都府八幡市八幡園内７５,,,,
5000020262111,京田辺市,京都府京田辺市田辺８０,,,,
4000020262129,京丹後市,京都府京丹後市峰山町杉谷８８９番地,,,,
4000020262137,南丹市,京都府南丹市園部町小桜町４７,,,,
4000020262145,木津川市,京都府木津川市木津南垣外１１０－９,,,,
4000020263036,大山崎町,京都府乙訓郡大山崎町字円明寺小字夏目３,,,,
8000020263222,久御山町,京都府久世郡久御山町島田ミスノ３８番地,,,,
1000020263435,井手町,京都府綴喜郡井手町大字井手小字南玉水６７,,,,
1000020263443,宇治田原町,京都府綴喜郡宇治田原町大字荒木小字西出１０,,,,
3000020263648,笠置町,京都府相楽郡笠置町大字笠置小字西通９０－１,,,,
3000020263656,和束町,京都府相楽郡和束町大字釜塚小字生水１４－２,,,,
3000020263664,精華町,京都府相楽郡精華町大字南稲八妻小字北尻７０番地,,,,
3000020263672,南山城村,京都府相楽郡南山城村大字北大河原小字久保１４－１,,,,
4000020264075,京丹波町,京都府船井郡京丹波町蒲生八ツ谷６２番地６,,,,
5000020264636,伊根町,京都府与謝郡伊根町字日出６５１,,,,
5000020264652,与謝野町,京都府与謝郡与謝野町字岩滝１７９８－１,,,,
6000020271004,大阪市,大阪府大阪市北区中之島１丁目３－２０,,,,
3000020271403,堺市,大阪府堺市堺区南瓦町３番１号,,,,
6000020272027,岸和田市,大阪府岸和田市岸城町７－１,,,,
6000020272035,豊中市,大阪府豊中市中桜塚３丁目１－１,,,,
6000020272043,池田市,大阪府池田市城南１丁目１－１,,,,
6000020272051,吹田市,大阪府吹田市泉町１丁目３－４０,,,,
5000020272060,泉大津市,大阪府泉大津市東雲町９－１２,,,,
4000020272078,高槻市,大阪府高槻市桃園町２－１,,,,
4000020272086,貝塚市,大阪府貝塚市畠中１丁目１７－１,,,,
4000020272094,守口市,大阪府守口市京阪本通２丁目５－５,,,,
8000020272108,枚方市,大阪府枚方市大垣内町２丁目１－２０,,,,
8000020272116,茨木市,大阪府茨木市駅前３丁目８番１３号,,,,
8000020272124,八尾市,大阪府八尾市本町１丁目１－１,,,,
8000020272132,泉佐野市,大阪府泉佐野市市場東１丁目２９５－３,,,,
7000020272141,富田林市,大阪府富田林市常盤町１－１,,,,
6000020272159,寝屋川市,大阪府寝屋川市本町１－１,,,,
6000020272167,河内長野市,大阪府河内長野市原町１丁目１－１,,,,
6000020272175,松原市,大阪府松原市阿保１丁目１－１,,,,
6000020272183,大東市,大阪府大東市谷川１丁目１－１,,,,
6000020272191,和泉市,大阪府和泉市府中町２丁目７－５,,,,
1000020272205,箕面市,大阪府箕面市西小路４丁目６－１,,,,
1000020272213,柏原市,大阪府柏原市安堂町１－５５,,,,
1000020272221,羽曳野市,大阪府羽曳野市誉田４丁目１－１,,,,
9000020272230,門真市,大阪府門真市中町１－１,,,,
8000020272248,摂津市,大阪府摂津市三島１丁目１－１,,,,
8000020272256,高石市,大阪府高石市加茂４丁目１番１号,,,,
8000020272264,藤井寺市,大阪府藤井寺市岡１丁目１－１,,,,
8000020272272,東大阪市,大阪府東大阪市荒本北１丁目１－１,,,,
7000020272281,泉南市,大阪府泉南市樽井１丁目１－１,,,,
6000020272299,四條畷市,大阪府四條畷市中野本町１－１,,,,
3000020272302,交野市,大阪府交野市私部１丁目１－１,,,,
2000020272311,大阪狭山市,大阪府大阪狭山市狭山１丁目２３８４番地の１,,,,
1000020272329,阪南市,大阪府阪南市尾崎町３５－１,,,,
8000020273015,島本町,大阪府三島郡島本町桜井２丁目１－１,,,,
2000020273210,豊能町,大阪府豊能郡豊能町余野４１４番地の１,,,,
1000020273228,能勢町,大阪府豊能郡能勢町宿野２８,,,,
5000020273414,忠岡町,大阪府泉北郡忠岡町忠岡東１丁目３４－１,,,,
7000020273619,熊取町,大阪府泉南郡熊取町野田１丁目１－１,,,,
7000020273627,田尻町,大阪府泉南郡田尻町嘉祥寺３７５－１,,,,
6000020273660,岬町,大阪府泉南郡岬町深日２０００－１,,,,
2000020273813,太子町,大阪府南河内郡太子町大字山田８８,,,,
2000020273821,河南町,大阪府南河内郡河南町大字白木１３５９－６,,,,
1000020273830,千早赤阪村,大阪府南河内郡千早赤阪村大字水分１８０,,,,
9000020281000,神戸市,兵庫県神戸市中央区加納町６丁目５－１,,,,
1000020282014,姫路市,兵庫県姫路市安田４丁目１,,,,
1000020282022,尼崎市,兵庫県尼崎市東七松町１丁目２３－１,,,,
9000020282031,明石市,兵庫県明石市中崎１丁目５－１,,,,
8000020282049,西宮市,兵庫県西宮市六湛寺町１０－３,,,,
8000020282057,洲本市,兵庫県洲本市本町３丁目４－１０,,,,
8000020282065,芦屋市,兵庫県芦屋市精道町７－６,,,,
8000020282073,伊丹市,兵庫県伊丹市千僧１丁目１,,,,
8000020282081,相生市,兵庫県相生市旭１丁目１－３,,,,
7000020282090,豊岡市,兵庫県豊岡市中央町２－４,,,,
3000020282103,加古川市,兵庫県加古川市加古川町北在家２０００番地,,,,
2000020282120,赤穂市,兵庫県赤穂市加里屋８１,,,,
1000020282138,西脇市,兵庫県西脇市郷瀬町６０５,,,,
1000020282146,宝塚市,兵庫県宝塚市東洋町１－１,,,,
1000020282154,三木市,兵庫県三木市上の丸町１０－３０,,,,
1000020282162,高砂市,兵庫県高砂市荒井町千鳥１丁目１－１,,,,
9000020282171,川西市,兵庫県川西市中央町１２－１,,,,
8000020282189,小野市,兵庫県小野市王子町８０６－１,,,,
8000020282197,三田市,兵庫県三田市三輪２丁目１－１,,,,
4000020282201,加西市,兵庫県加西市北条町横尾１０００,,,,
3000020282219,丹波篠山市,兵庫県丹波篠山市北新町４１番地,,,,
3000020282227,養父市,兵庫県養父市八鹿町八鹿１６７５,,,,
3000020282235,丹波市,兵庫県丹波市氷上町成松字甲賀１,,,,
3000020282243,南あわじ市,兵庫県南あわじ市市善光寺２２番地１,,,,
3000020282251,朝来市,兵庫県朝来市和田山町東谷２１３－１,,,,
2000020282260,淡路市,兵庫県淡路市生穂新島８番地,,,,
1000020282278,宍粟市,兵庫県宍粟市山崎町中広瀬１３３－６,,,,
1000020282286,加東市,兵庫県加東市社５０,,,,
1000020282294,たつの市,兵庫県たつの市龍野町富永１００５－１,,,,
2000020283011,猪名川町,兵庫県川辺郡猪名川町上野字北畑１１－１,,,,
9000020283657,多可町,兵庫県多可郡多可町中区中村町１２３,,,,
